,Date,Specimen received date,Gauteng,Western Cape,DGauteng,DWestern Cape,LDLGauteng,LDLWestern Cape,LDLGautengNov12,GautengNov12,LDLGauteng-(Fil)Slope,GautengNov2,DLGautengNov2,LDLGautengNov2,LDGauteng,WCapenov19,LDLWCapeNov19
"1-1",2020-03-10,"10/03/2020 22:00",9,1,4,#N/A,-0.53139121170903503,#N/A,#N/A,-927930,#N/A,-926881,#N/A,#N/A,1.3862943611198906,-517366,#N/A
"2-1",2020-03-11,"11/03/2020 22:00",16,3,7,2,-0.55275214314729337,0.094047827616699095,#N/A,-927923,-0.021360939209586174,-926874,#N/A,#N/A,1.9459101490553132,-517364,#N/A
"3-1",2020-03-12,"12/03/2020 22:00",27,9,11,6,-0.6476994651739344,0.094047827616699095,#N/A,-927912,-0.058170369948527978,-926863,#N/A,#N/A,2.3978952727983707,-517358,#N/A
"4-1",2020-03-13,"13/03/2020 22:00",34,14,7,5,-1.4674017814141938,-0.81682385702039673,#N/A,-927905,-0.32486291268839373,-926856,#N/A,#N/A,1.9459101490553132,-517353,#N/A
"5-1",2020-03-14,"14/03/2020 22:00",40,17,6,3,-1.8169607947796118,-1.6390932449636106,#N/A,-927899,-0.34094206192785137,-926850,#N/A,#N/A,1.791759469228055,-517350,#N/A
"6-1",2020-03-15,"15/03/2020 22:00",57,19,17,2,-1.0379731340990714,-2.19619439216721,#N/A,-927882,-0.21568813627893191,-926833,#N/A,#N/A,2.8332133440562162,-517348,#N/A
"7-1",2020-03-16,"16/03/2020 22:00",139,52,82,33,-0.11493659216499787,0.0067816916725797049,#N/A,-927800,-0.019058767972679108,-926751,#N/A,#N/A,4.4067192472642533,-517315,#N/A
"8-1",2020-03-17,"17/03/2020 22:00",226,78,87,26,-0.72142101247789736,-0.90272045571788051,#N/A,-927713,-0.017276679853102529,-926664,#N/A,#N/A,4.4659081186545837,-517289,#N/A
"9-1",2020-03-18,"18/03/2020 22:00",334,109,108,31,-0.94005591579191694,-1.0947027741700355,#N/A,-927605,-0.025976378489583264,-926556,#N/A,#N/A,4.6821312271242199,-517258,#N/A
"10-1",2020-03-19,"19/03/2020 22:00",406,142,72,33,-1.633668277923839,-1.3299927628357999,#N/A,-927533,-0.074969289440947939,-926484,#N/A,#N/A,4.2766661190160553,-517225,#N/A
"11-1",2020-03-20,"20/03/2020 22:00",461,168,55,26,-2.0632148424006602,-1.7829766207935973,#N/A,-927478,-0.088135345948915977,-926429,#N/A,#N/A,4.0073331852324712,-517199,#N/A
"12-1",2020-03-21,"21/03/2020 22:00",506,190,45,22,-2.3736662904005628,-2.0950824839139628,#N/A,-927433,-0.098840243573730766,-926384,#N/A,#N/A,3.8066624897703196,-517177,#N/A
"13-1",2020-03-22,"22/03/2020 22:00",525,194,19,4,-3.3005851018429317,-3.8711648402256396,#N/A,-927414,-0.1898584983166608,-926365,#N/A,#N/A,2.9444389791664403,-517173,#N/A
"14-1",2020-03-23,"23/03/2020 22:00",585,239,60,45,-2.2236483692470141,-1.5673108840737873,#N/A,-927354,-0.21314701693796689,-926305,#N/A,#N/A,4.0943445622221004,-517128,#N/A
"15-1",2020-03-24,"24/03/2020 22:00",616,263,31,24,-2.9635532894808936,-2.3466364604319669,#N/A,-927323,-0.25511745990622625,-926274,#N/A,#N/A,3.4339872044851463,-517104,#N/A
"16-1",2020-03-25,"25/03/2020 22:00",633,287,17,24,-3.6036762284543706,-2.4380820322477113,#N/A,-927306,-0.2905558718743077,-926257,#N/A,#N/A,2.8332133440562162,-517080,#N/A
"17-1",2020-03-26,"26/03/2020 22:00",643,311,10,24,-4.1557327169986396,-2.5218524611768229,#N/A,-927296,-0.32163519675728752,-926247,#N/A,#N/A,2.3025850929940459,-517056,#N/A
"18-1",2020-03-27,"27/03/2020 22:00",664,332,21,21,-3.4377340326841002,-2.7281193958443448,#N/A,-927275,-0.27224069078907548,-926226,#N/A,#N/A,3.044522437723423,-517035,#N/A
"19-1",2020-03-28,"28/03/2020 22:00",674,346,10,14,-4.2031803472476037,-3.1868006248780221,#N/A,-927265,-0.25613814215668618,-926216,#N/A,#N/A,2.3025850929940459,-517021,#N/A
"20-1",2020-03-29,"29/03/2020 22:00",684,352,10,6,-4.2180179591024984,-4.0632878218460782,#N/A,-927255,-0.22955958130608647,-926206,#N/A,#N/A,2.3025850929940459,-517015,#N/A
"21-1",2020-03-30,"30/03/2020 22:00",694,380,10,28,-4.23263862344856,-2.5699407913768471,#N/A,-927245,-0.24964159789432216,-926196,#N/A,#N/A,2.3025850929940459,-516987,#N/A
"22-1",2020-03-31,"31/03/2020 22:00",720,399,26,19,-3.3028214106575056,-3.0202265403428323,#N/A,-927219,-0.18081557008193877,-926170,#N/A,#N/A,3.2580965380214821,-516968,#N/A
"23-1",2020-04-01,"01/04/2020 22:00",731,418,11,19,-4.1889466419697801,-3.067872615242035,#N/A,-927208,-0.15903037699427969,-926159,#N/A,#N/A,2.3978952727983707,-516949,#N/A
"24-1",2020-04-02,"02/04/2020 22:00",751,435,20,17,-3.6122076394532225,-3.2222666029660538,#N/A,-927188,-0.083423790419337868,-926139,#N/A,#N/A,2.9957322735539909,-516932,#N/A
"25-1",2020-04-03,"03/04/2020 22:00",768,460,17,25,-3.799405225274973,-2.8845405414334508,#N/A,-927171,-0.054790356410542577,-926122,#N/A,#N/A,2.8332133440562162,-516907,#N/A
"26-1",2020-04-04,"04/04/2020 22:00",778,472,10,12,-4.3476800090160523,-3.659223720554305,#N/A,-927161,-0.041705372601925625,-926112,#N/A,#N/A,2.3025850929940459,-516895,#N/A
"27-1",2020-04-05,"05/04/2020 22:00",791,490,13,18,-4.100074330682868,-3.2853787937606134,#N/A,-927148,-0.010950064156222308,-926099,#N/A,#N/A,2.5649493574615367,-516877,#N/A
"28-1",2020-04-06,"06/04/2020 22:00",812,503,21,13,-3.641905322924218,-3.6425769914212163,#N/A,-927127,-0.0015807907139850971,-926078,#N/A,#N/A,3.044522437723423,-516864,#N/A
"29-1",2020-04-07,"07/04/2020 22:00",827,525,15,22,-4.0006162768434592,-3.1510281173539871,#N/A,-927112,-0.017435123757701995,-926063,#N/A,#N/A,2.7080502011022101,-516842,#N/A
"30-1",2020-04-08,"08/04/2020 22:00",841,567,14,42,-4.0871525896134724,-2.5644559444400992,#N/A,-927098,-0.011413532336972024,-926049,#N/A,#N/A,2.6390573296152584,-516800,#N/A
"31-1",2020-04-09,"09/04/2020 22:00",858,619,17,52,-3.9114012230241921,-2.4333093555050733,#N/A,-927081,-0.003355252765825054,-926032,#N/A,#N/A,2.8332133440562162,-516748,#N/A
"32-1",2020-04-10,"10/04/2020 22:00",896,638,38,19,-3.1387643467832191,-3.4988208833470726,#N/A,-927043,0.044865373951371322,-925994,#N/A,#N/A,3.6375861597263857,-516729,#N/A
"33-1",2020-04-11,"11/04/2020 22:00",917,651,21,13,-3.7650238678187482,-3.9034915587459404,#N/A,-927022,0.059907648211148759,-925973,#N/A,#N/A,3.044522437723423,-516716,#N/A
"34-1",2020-04-12,"12/04/2020 22:00",942,664,25,13,-3.6157106938568573,-3.9234628279963744,#N/A,-926997,0.077383460727654355,-925948,#N/A,#N/A,3.2188758248682006,-516703,#N/A
"35-1",2020-04-13,"13/04/2020 22:00",971,673,29,9,-3.4959083484367217,-4.3077967145971057,#N/A,-926968,0.060318148033417132,-925919,#N/A,#N/A,3.3672958299864741,-516694,#N/A
"36-1",2020-04-14,"14/04/2020 22:00",1001,702,30,29,-3.4923818202648018,-3.1656176954830677,#N/A,-926938,0.053950064600444936,-925889,#N/A,#N/A,3.4011973816621555,-516665,#N/A
"37-1",2020-04-15,"15/04/2020 22:00",1060,738,59,36,-2.8599886932812697,-2.9955238837754163,#N/A,-926879,0.097518033407518231,-925830,#N/A,#N/A,4.0775374439057197,-516629,#N/A
"38-1",2020-04-16,"16/04/2020 22:00",1130,854,70,116,-2.7496736948579148,-1.9242351734265044,#N/A,-926809,0.11658453437065483,-925760,#N/A,#N/A,4.2484952420493594,-516513,#N/A
"39-1",2020-04-17,"17/04/2020 22:00",1176,961,46,107,-3.2213484605090184,-2.1367044912088602,#N/A,-926763,0.089416341075062133,-925714,#N/A,#N/A,3.8286413964890951,-516406,#N/A
"40-1",2020-04-18,"18/04/2020 22:00",1215,1028,39,67,-3.422669445820977,-2.6971690603471568,#N/A,-926724,0.077180835427436839,-925675,#N/A,#N/A,3.6635616461296463,-516339,#N/A
"41-1",2020-04-19,"19/04/2020 22:00",1228,1075,13,47,-4.5428760942827981,-3.107658864409943,#N/A,-926711,-0.0049308720523177224,-925662,#N/A,#N/A,2.5649493574615367,-516292,#N/A
"42-1",2020-04-20,"20/04/2020 22:00",1275,1194,47,119,-3.2818329601107927,-2.2539058550644659,#N/A,-926664,0.0023499566652514852,-925615,#N/A,#N/A,3.8501476017100584,-516173,#N/A
"43-1",2020-04-21,"21/04/2020 22:00",1316,1423,41,229,-3.4529964578493462,-1.7403538475668128,#N/A,-926623,-0.011686579576128175,-925574,#N/A,#N/A,3.713572066704308,-515944,#N/A
"44-1",2020-04-22,"22/04/2020 22:00",1345,1586,29,163,-3.8259746684400224,-2.2214862899092602,#N/A,-926594,-0.039725548812698297,-925545,#N/A,#N/A,3.3672958299864741,-515781,#N/A
"45-1",2020-04-23,"23/04/2020 22:00",1373,1791,28,205,-3.8822645273934593,-2.1073555384606588,#N/A,-926566,-0.066355910055760206,-925517,#N/A,#N/A,3.3322045101752038,-515576,#N/A
"46-1",2020-04-24,"24/04/2020 22:00",1422,1983,49,192,-3.3505174443759911,-2.2843844692099,#N/A,-926517,-0.055727294308388846,-925468,#N/A,#N/A,3.8918202981106265,-515384,#N/A
"47-1",2020-04-25,"25/04/2020 22:00",1450,2136,28,153,-3.9373805551542267,-2.5993204017967169,#N/A,-926489,-0.054273806552809188,-925440,#N/A,#N/A,3.3322045101752038,-515231,#N/A
"48-1",2020-04-26,"26/04/2020 22:00",1543,2282,93,146,-2.7779628659392843,-2.7163243827982355,#N/A,-926396,0.036284189333288551,-925347,#N/A,#N/A,4.5325994931532563,-515085,#N/A
"49-1",2020-04-27,"27/04/2020 22:00",1554,2399,11,117,-4.9471425214398153,-2.995737625214836,#N/A,-926385,-0.066029722214089093,-925336,#N/A,#N/A,2.3978952727983707,-514968,#N/A
"50-1",2020-04-28,"28/04/2020 22:00",1623,2624,69,225,-3.1362816844001142,-2.4118656461436188,#N/A,-926316,-0.011294718247964672,-925267,#N/A,#N/A,4.2341065045972597,-514743,#N/A
"51-1",2020-04-29,"29/04/2020 22:00",1727,2914,104,290,-2.7788561514938532,-2.2554454645794482,#N/A,-926212,0.029583606978672634,-925163,#N/A,#N/A,4.6443908991413725,-514453,#N/A
"52-1",2020-04-30,"30/04/2020 22:00",1776,3152,49,238,-3.5763423175190763,-2.5445233608787534,#N/A,-926163,0.021636763473697564,-925114,#N/A,#N/A,3.8918202981106265,-514215,#N/A
"53-1",2020-05-01,"01/05/2020 22:00",1790,3354,14,202,-4.8469901504733697,-2.7787437632145728,#N/A,-926149,-0.056726883388976891,-925100,#N/A,#N/A,2.6390573296152584,-514013,#N/A
"54-1",2020-05-02,"02/05/2020 22:00",1815,3573,25,219,-4.2780380134141742,-2.7606298650307015,#N/A,-926124,-0.07376646321441524,-925075,#N/A,#N/A,3.2188758248682006,-513794,#N/A
"55-1",2020-05-03,"03/05/2020 22:00",1847,3828,32,255,-4.0468561878540878,-2.6745637646080902,#N/A,-926092,-0.073720792201128926,-925043,#N/A,#N/A,3.4657359027997265,-513539,#N/A
"56-1",2020-05-04,"04/05/2020 22:00",1879,4346,32,518,-4.0641828807259595,-2.0642502499259194,#N/A,-926060,-0.045906511021813048,-925011,#N/A,#N/A,3.4657359027997265,-513021,#N/A
"57-1",2020-05-05,"05/05/2020 22:00",1924,5036,45,690,-3.7436891633345097,-1.9149022609013922,#N/A,-926015,-0.036859192144791095,-924966,#N/A,#N/A,3.8066624897703196,-512331,#N/A
"58-1",2020-05-06,"06/05/2020 22:00",1983,5753,59,717,-3.4997644486637172,-2.0165843704763002,#N/A,-925956,-0.036216494251211415,-924907,#N/A,#N/A,4.0775374439057197,-511614,#N/A
"59-1",2020-05-07,"07/05/2020 22:00",2032,6394,49,641,-3.7127754967287743,-2.247731512765621,#N/A,-925907,-0.018676287825002118,-924858,#N/A,#N/A,3.8918202981106265,-510973,#N/A
"60-1",2020-05-08,"08/05/2020 22:00",2075,7022,43,628,-3.8660642761601207,-2.3677848768926806,#N/A,-925864,0.0095888172176696561,-924815,#N/A,#N/A,3.7612001156935624,-510345,#N/A
"61-1",2020-05-09,"09/05/2020 22:00",2106,7696,31,674,-4.2111530209671111,-2.389749547694044,#N/A,-925833,0.0010218236137951552,-924784,#N/A,#N/A,3.4339872044851463,-509671,#N/A
"62-1",2020-05-10,"10/05/2020 22:00",2140,8279,34,583,-4.134203562946241,-2.6170017058445962,#N/A,-925799,-0.0075088036163818549,-924750,#N/A,#N/A,3.5263605246161616,-509088,#N/A
"63-1",2020-05-11,"11/05/2020 22:00",2205,9087,65,808,-3.5091719822297036,-2.3738380248172173,#N/A,-925734,0.032095933717721535,-924685,#N/A,#N/A,4.1743872698956368,-508280,#N/A
"64-1",2020-05-12,"12/05/2020 22:00",2281,10052,76,965,-3.384740509773382,-2.2933597876000555,#N/A,-925658,0.039104224426611114,-924609,#N/A,#N/A,4.3307333402863311,-507315,#N/A
"65-1",2020-05-13,"13/05/2020 22:00",2388,10953,107,901,-3.0825490754068352,-2.4552495417735991,#N/A,-925551,0.050715337664257461,-924502,#N/A,#N/A,4.6728288344619058,-506414,#N/A
"66-1",2020-05-14,"14/05/2020 22:00",2486,11845,98,892,-3.2134207916990905,-2.5473041522975834,#N/A,-925453,0.06141101751482405,-924404,#N/A,#N/A,4.5849674786705723,-505522,#N/A
"67-1",2020-05-15,"15/05/2020 22:00",2582,12647,96,802,-3.2730865461803571,-2.725488437881407,#N/A,-925357,0.079598863798944458,-924308,#N/A,#N/A,4.5643481914678361,-504720,#N/A
"68-1",2020-05-16,"16/05/2020 22:00",2622,13317,40,670,-4.1751365108978558,-2.9638193198005776,#N/A,-925317,0.044867272229219712,-924268,#N/A,#N/A,3.6888794541139363,-504050,#N/A
"69-1",2020-05-17,"17/05/2020 22:00",2644,13929,22,612,-4.7848308882456827,-3.1026143197995855,#N/A,-925295,-0.02089812632680467,-924246,#N/A,#N/A,3.0910424533583161,-503438,#N/A
"70-1",2020-05-18,"18/05/2020 22:00",2732,15030,88,1101,-3.4191265615527549,-2.5760328745732868,#N/A,-925207,0.0033403979248279106,-924158,#N/A,#N/A,4.4773368144782069,-502337,#N/A
"71-1",2020-05-19,"19/05/2020 22:00",2816,16248,84,1218,-3.4971523819392054,-2.552051822723437,#N/A,-925123,-0.010338727765132408,-924074,#N/A,#N/A,4.4308167988433134,-501119,#N/A
"72-1",2020-05-20,"20/05/2020 22:00",2904,17512,88,1264,-3.4811611857791647,-2.5913806392280314,#N/A,-925035,-0.015030290057594826,-923986,#N/A,#N/A,4.4773368144782069,-499855,#N/A
"73-1",2020-05-21,"21/05/2020 22:00",3032,18678,128,1166,-3.1434583165519472,-2.7417103953506046,#N/A,-924907,0.0030154602172928965,-923858,#N/A,#N/A,4.8520302639196169,-498689,#N/A
"74-1",2020-05-22,"22/05/2020 22:00",3315,19814,283,1136,-2.4164801930773705,-2.8294994852986677,#N/A,-924624,0.063435934394642957,-923575,#N/A,#N/A,5.6454468976432377,-497553,#N/A
"75-1",2020-05-23,"23/05/2020 22:00",3490,20662,175,848,-2.9672592532494972,-3.1722903302353482,#N/A,-924449,0.10392020870614332,-923400,#N/A,#N/A,5.1647859739235145,-496705,#N/A
"76-1",2020-05-24,"24/05/2020 22:00",3558,21118,68,456,-3.9478132518425415,-3.8244933355764617,#N/A,-924381,0.081029024931267138,-923332,#N/A,#N/A,4.219507705176107,-496249,#N/A
"77-1",2020-05-25,"25/05/2020 22:00",3707,22228,149,1110,-3.19358985359499,-2.9714885805743809,#N/A,-924232,0.07380824407792147,-923183,#N/A,#N/A,5.0039463059454592,-495139,#N/A
"78-1",2020-05-26,"26/05/2020 22:00",3906,23419,199,1191,-2.9509327607686431,-2.9527704269440043,#N/A,-924033,0.06015517637851997,-922984,#N/A,#N/A,5.2933048247244923,-493948,#N/A
"79-1",2020-05-27,"27/05/2020 22:00",4097,24672,191,1253,-3.0419612320973024,-2.9541808426500262,#N/A,-923842,0.051203410337837416,-922793,#N/A,#N/A,5.2522734280466299,-492695,#N/A
"80-1",2020-05-28,"28/05/2020 22:00",4338,26027,241,1355,-2.8619286757815554,-2.9287193783779855,#N/A,-923601,0.045300855812070231,-922552,#N/A,#N/A,5.4847969334906548,-491340,#N/A
"81-1",2020-05-29,"29/05/2020 22:00",4613,27493,275,1466,-2.7892874992361358,-2.9041204499909821,#N/A,-923326,0.027102510070332184,-922277,#N/A,#N/A,5.6167710976665717,-489874,#N/A
"82-1",2020-05-30,"30/05/2020 22:00",4817,28470,204,977,-3.140228172776955,-3.3547105975467137,#N/A,-923122,0.028777109204038701,-922073,#N/A,#N/A,5.3181199938442161,-488897,#N/A
"83-1",2020-05-31,"31/05/2020 22:00",5014,29239,197,769,-3.2168111555650931,-3.6248710754618729,#N/A,-922925,0.047898576770879803,-921876,#N/A,#N/A,5.2832037287379885,-488128,#N/A
"84-1",2020-06-01,"01/06/2020 22:00",5402,30680,388,1441,-2.5964830355437263,-3.0343163173072005,#N/A,-922537,0.063426973680857299,-921488,#N/A,#N/A,5.9610053396232736,-486687,#N/A
"85-1",2020-06-02,"02/06/2020 22:00",5787,32204,385,1524,-2.6759010592916215,-3.026610291641449,#N/A,-922152,0.054047312246109383,-921103,#N/A,#N/A,5.9532433342877846,-485163,#N/A
"86-1",2020-06-03,"03/06/2020 22:00",6211,33695,424,1491,-2.6491981000664389,-3.095358374431401,#N/A,-921728,0.053493145304253524,-920679,#N/A,#N/A,6.0497334552319577,-483672,#N/A
"87-1",2020-06-04,"04/06/2020 22:00",6643,35055,432,1360,-2.6994608686714621,-3.2297143940042603,#N/A,-921296,0.038963496534954643,-920247,#N/A,#N/A,6.0684255882441107,-482312,#N/A
"88-1",2020-06-05,"05/06/2020 22:00",7082,36435,439,1380,-2.7489864989265795,-3.2542026729175548,#N/A,-920857,0.017631733788232955,-919808,#N/A,#N/A,6.0844994130751715,-480932,#N/A
"89-1",2020-06-06,"06/06/2020 22:00",7468,37430,386,995,-2.9361270513415012,-3.6140439743060941,#N/A,-920471,0.018533679033268274,-919422,#N/A,#N/A,5.955837369464831,-479937,#N/A
"90-1",2020-06-07,"07/06/2020 22:00",7754,38190,286,760,-3.2812403490037165,-3.9069767929473307,#N/A,-920185,0.0096961502810951044,-919136,#N/A,#N/A,5.6559918108198524,-479177,#N/A
"91-1",2020-06-08,"08/06/2020 22:00",8657,39516,903,1326,-2.2058268441034747,-3.3775213262309025,#N/A,-919282,0.039490136435782267,-918233,#N/A,#N/A,6.8057225534169854,-477851,#N/A
"92-1",2020-06-09,"09/06/2020 22:00",9604,41035,947,1519,-2.2651791397009107,-3.2775725651639731,#N/A,-918335,0.045059964512132192,-917286,#N/A,#N/A,6.8532990931860782,-476332,#N/A
"93-1",2020-06-10,"10/06/2020 22:00",10649,42318,1045,1283,-2.2702504123689478,-3.48065735205634,#N/A,-917290,0.055034723043323776,-916241,#N/A,#N/A,6.9517721643989114,-475049,#N/A
"94-1",2020-06-11,"11/06/2020 22:00",12009,43566,1360,1248,-2.1186783129531599,-3.5382377060653964,#N/A,-915930,0.064203350751062552,-914881,#N/A,#N/A,7.2152399787300974,-473801,#N/A
"95-1",2020-06-12,"12/06/2020 22:00",13452,44823,1443,1257,-2.1762042341146608,-3.559804997006037,#N/A,-914487,0.060195293103512092,-913438,#N/A,#N/A,7.2744795587738711,-472544,#N/A
"96-1",2020-06-13,"13/06/2020 22:00",14441,45470,989,647,-2.6458702351116195,-4.2453046264905909,#N/A,-913498,0.052850914166688252,-912449,#N/A,#N/A,6.8966943316227125,-471897,#N/A
"97-1",2020-06-14,"14/06/2020 22:00",15162,45784,721,314,-3.0216468854429568,-4.9788579929111147,#N/A,-912777,0.033703957361814703,-911728,#N/A,#N/A,6.5806391372849493,-471583,#N/A
"98-1",2020-06-15,"15/06/2020 22:00",17405,47511,2243,1727,-1.9807536282692453,-3.2961192979702649,#N/A,-910534,0.043816230249563819,-909485,#N/A,#N/A,7.715569534520208,-469856,#N/A
"99-1",2020-06-16,"16/06/2020 22:00",18575,48025,1170,514,-2.7324596626746396,-4.5318783239045439,#N/A,-909364,-0.00052620926090121006,-908315,#N/A,#N/A,7.0647590277918022,-469342,#N/A
"100-1",2020-06-17,"17/06/2020 22:00",20319,49499,1744,1474,-2.4108407032073211,-3.4988953730608432,#N/A,-907620,-0.0014566794496653577,-906571,#N/A,#N/A,7.463936604468925,-467868,#N/A
"101-1",2020-06-18,"18/06/2020 22:00",22661,51115,2342,1616,-2.2155914329355073,-3.4381042733777942,#N/A,-905278,-0.0036598817701988598,-904229,#N/A,#N/A,7.7587605441576626,-466252,#N/A
"102-1",2020-06-19,"19/06/2020 22:00",24969,52646,2308,1531,-2.3331507991466509,-3.5229493028848085,#N/A,-902970,-0.009255883332582036,-901921,#N/A,#N/A,7.7441366276279906,-464721,#N/A
"103-1",2020-06-20,"20/06/2020 22:00",26678,53465,1709,819,-2.715011369611076,-4.1709898725268681,#N/A,-901261,-0.0055927674270636945,-900212,#N/A,#N/A,7.4436636831155907,-463902,#N/A
"104-1",2020-06-21,"21/06/2020 22:00",27728,53956,1050,491,-3.2544129222578722,-4.6949127001785156,#N/A,-900211,-0.027670057665980081,-899162,#N/A,#N/A,6.956545443151569,-463411,#N/A
"105-1",2020-06-22,"22/06/2020 22:00",30398,55716,2670,1760,-2.3866834391515614,-3.4389472494264708,#N/A,-897541,-0.025296135443351339,-896492,#N/A,#N/A,7.8898337513942955,-461651,#N/A
"106-1",2020-06-23,"23/06/2020 22:00",33484,57450,3086,1734,-2.3362360275574354,-3.485199439486129,#N/A,-894455,-0.012593659456219762,-893406,#N/A,#N/A,8.034631032923107,-459917,#N/A
"107-1",2020-06-24,"24/06/2020 22:00",37019,59164,3535,1714,-2.2989558710243947,-3.5268203168162349,#N/A,-890920,-0.0002781232369402295,-889871,#N/A,#N/A,8.1704685783306736,-458203,#N/A
"108-1",2020-06-25,"25/06/2020 22:00",40511,60752,3492,1588,-2.4063663250655281,-3.6311104943273138,#N/A,-887428,-0.0067817579989633619,-886379,#N/A,#N/A,8.1582299169594936,-456615,#N/A
"109-1",2020-06-26,"26/06/2020 22:00",44237,62280,3726,1528,-2.4305548282666929,-3.6952861944621098,#N/A,-883702,-0.010778399476919736,-882653,#N/A,#N/A,8.2230905511615333,-455087,#N/A
"110-1",2020-06-27,"27/06/2020 22:00",46716,62929,2479,649,-2.9090927493576824,-4.5691507670316946,#N/A,-881223,-0.015754280754006908,-880174,#N/A,#N/A,7.8156105320351905,-454438,#N/A
"111-1",2020-06-28,"28/06/2020 22:00",48763,63371,2047,442,-3.1492305961632261,-4.9619541632694544,#N/A,-879176,-0.016853553615324021,-878127,#N/A,#N/A,7.6241305856612893,-453996,#N/A
"112-1",2020-06-29,"29/06/2020 22:00",53107,65233,4344,1862,-2.4611481192846605,-3.5418696735773367,#N/A,-874832,-0.014853907701865933,-873783,#N/A,#N/A,8.3765508616137705,-452134,#N/A
"113-1",2020-06-30,"30/06/2020 22:00",58423,66982,5316,1749,-2.3496672496687676,-3.6321796737466796,#N/A,-869516,-0.0053688790295503396,-868467,#N/A,#N/A,8.5784764198331356,-450385,#N/A
"114-1",2020-07-01,"01/07/2020 22:00",63600,68535,5177,1553,-2.466236163965156,-3.7757175906861162,#N/A,-864339,-0.0052596972947129318,-863290,#N/A,#N/A,8.5519810169019017,-448832,#N/A
"115-1",2020-07-02,"02/07/2020 22:00",68918,70038,5318,1503,-2.5219368206174133,-3.8307477554053997,#N/A,-859021,-0.0099237640721685089,-857972,#N/A,#N/A,8.5788525718029653,-447329,#N/A
"116-1",2020-07-03,"03/07/2020 22:00",73698,71610,4780,1572,-2.7021933405586589,-3.8078081754054911,#N/A,-854241,-0.022122361942652068,-853192,#N/A,#N/A,8.4721958254855014,-445757,#N/A
"117-1",2020-07-04,"04/07/2020 22:00",76946,72400,3248,790,-3.1435778477454348,-4.5124478633611407,#N/A,-850993,-0.030899864650850095,-849944,#N/A,#N/A,8.0857947012815679,-444967,#N/A
"118-1",2020-07-05,"05/07/2020 22:00",79592,72915,2646,515,-3.387007294076072,-4.9493408109658619,#N/A,-848347,-0.036012012910037729,-847298,#N/A,#N/A,7.8808043446749014,-444452,#N/A
"119-1",2020-07-06,"06/07/2020 22:00",84611,74408,5019,1493,-2.7944140266695019,-3.898658520593711,#N/A,-843328,-0.040527627932408515,-842279,#N/A,#N/A,8.5209859896549336,-442959,#N/A
"120-1",2020-07-07,"07/07/2020 22:00",90643,75881,6032,1473,-2.6756154557090595,-3.9320797671194962,#N/A,-837296,-0.036706780400873197,-836247,#N/A,#N/A,8.7048339096877925,-441486,#N/A
"121-1",2020-07-08,"08/07/2020 22:00",96185,77173,5542,1292,-2.8243923579260848,-4.0814284608683389,#N/A,-831754,-0.039943940682357126,-830705,#N/A,#N/A,8.6201107254229239,-440194,#N/A
"122-1",2020-07-09,"09/07/2020 22:00",101735,78386,5550,1213,-2.8806555999098538,-4.1607610018620811,#N/A,-826204,-0.042073142771919037,-825155,#N/A,#N/A,8.6215532067404794,-438981,#N/A
"123-1",2020-07-10,"10/07/2020 22:00",107567,79607,5832,1221,-2.8870121210513076,-4.1697134437348318,#N/A,-820372,-0.038728799894100108,-819323,#N/A,#N/A,8.6711152736884944,-437760,#N/A
"124-1",2020-07-11,"11/07/2020 22:00",111014,80251,3447,644,-3.4564222816352368,-4.8211898836460119,#N/A,-816925,-0.045452018603463505,-815876,#N/A,#N/A,8.1452595665168648,-437116,#N/A
"125-1",2020-07-12,"12/07/2020 22:00",113190,80521,2176,270,-3.9418894422908095,-5.6961724115271952,#N/A,-814749,-0.061436035935644097,-813700,#N/A,#N/A,7.6852436079758331,-436846,#N/A
"126-1",2020-07-13,"13/07/2020 22:00",118819,81634,5629,1113,-3.0255009121901697,-4.288330710818733,#N/A,-809120,-0.052262414438551674,-808071,#N/A,#N/A,8.635687085464026,-435733,#N/A
"127-1",2020-07-14,"14/07/2020 22:00",124673,82742,5854,1108,-3.0346190003621243,-4.306437571955982,#N/A,-803266,-0.050648598341584819,-802217,#N/A,#N/A,8.6748804672518318,-434625,#N/A
"128-1",2020-07-15,"15/07/2020 22:00",129693,83881,5020,1139,-3.2320672106471164,-4.2924203340729683,#N/A,-798246,-0.051680636876780504,-797197,#N/A,#N/A,8.5211852126857757,-433486,#N/A
"129-1",2020-07-16,"16/07/2020 22:00",134178,84951,4485,1070,-3.3814783605571246,-4.3680849197385641,#N/A,-793761,-0.058770359919696542,-792712,#N/A,#N/A,8.4084937744928965,-432416,#N/A
"130-1",2020-07-17,"17/07/2020 22:00",138646,85987,4468,1036,-3.418649425984019,-4.4127743491304647,#N/A,-789293,-0.06305713955179669,-788244,#N/A,#N/A,8.4046961601890917,-431380,#N/A
"131-1",2020-07-18,"18/07/2020 22:00",141906,86554,3260,567,-3.7618397047132972,-5.0248800844168349,#N/A,-786033,-0.057342440342802149,-784984,#N/A,#N/A,8.0894824743607536,-430813,#N/A
"132-1",2020-07-19,"19/07/2020 22:00",144103,86926,2197,372,-4.1757636355185719,-5.4517750303827812,#N/A,-783836,-0.058535034330208402,-782787,#N/A,#N/A,7.6948480723846098,-430441,#N/A
